Kurtosis, Skewness, Std, Range, Median, Geometric_Mean, Mobility, Complexity, Tag
9.4465,2.455,288.3715,1678,166.5,146.4751,0.1916,1.0843,0
2.1784,0.42895,211.2921,964,223,134.3044,0.12283,1.446,0
3.7372,1.3628,286.6717,1135,136.5,107.2842,0.10268,1.4023,0
66.7662,6.321,240.0053,2935,190.5,205.0863,0.61552,1.497,0
8.2142,1.7869,216.4601,1230,235.5,153.711,0.13552,1.0905,0
3.3066,1.088,288.0553,1136,122.5,102.0275,0.1098,1.0253,0
12.5247,3.0994,340.1841,2275,163.5,170.4655,0.25662,1.4683,0
4.7889,1.4143,169.6091,857,211,199.2861,0.14586,1.4657,0
84.7736,8.9967,2157.2505,21726,0,1236.7387,0.71453,1.0574,0
1.6954,0.17446,222.6822,732,312,74.8889,0.087849,1.454,0
8.8292,2.3678,240.2121,1273,185.5,179.197,0.118,1.3216,0
3.8054,1.2267,202.529,1105,181.5,183.9889,0.1966,1.0706,0
96.824,7.9214,427.2977,5598,117.5,104.6809,0.65126,0.76634,0
2.4401,0.79549,252.2265,912,161,124.4571,0.20848,1.461,0
6.5804,1.9643,257.3998,1341,154,168.0768,0.20054,1.396,0
2.6903,0.67028,133.8327,636,229,220.7402,0.15194,1.331,0
31.9826,5.1762,882.7687,6968,47,58.3788,0.2956,1.0101,0
5.3019,1.5905,299.0883,1456,152.5,98.0579,0.18031,1.3143,0
3.8819,1.4535,330.5004,1485,67,112.3028,0.20608,1.4415,0
2.5993,0.78712,156.6084,805,208,209.4539,0.21481,1.6233,0
3.0152,0.81377,222.5894,969,205,126.8551,0.11998,1.4445,0
155.4926,11.459,931.992,13325,73,100.6045,0.62904,0.77659,0
5.3745,1.5359,185.1676,916,236.5,184.1184,0.14086,1.3122,0
2.4325,0.86892,241.6001,824,141.5,141.3046,0.11268,1.469,0
8.9827,2.5547,471.2514,2232,62,52.7698,0.24305,1.3955,0
9.0941,2.3178,349.5257,1873,93.5,101.9288,0.13826,0.77647,0
1.8799,-0.29676,135.8357,559,276,197.3334,0.17876,1.7079,0
3.8729,0.86311,173.3299,834,256,173.5107,0.097515,1.4376,0
8.2438,2.3946,266.2001,1298,183,176.2132,0.16791,1.1223,0
120.7293,9.4204,315.4993,4406,181,183.0855,0.44838,0.66421,0
8.3402,1.163,128.0201,1023,241,224.539,0.22805,1.3488,0
3.8153,1.0345,189.4326,875,226,179.8406,0.1794,1.3185,0
7.7835,2.0903,199.5958,1112,186,202.311,0.11479,1.4101,0
115.1737,10.1774,1152.4736,14424,48,66.1788,1.2683,1.1561,0
9.4486,2.5104,367.3931,1918,128.5,102.441,0.18372,1.1954,0
86.9784,7.6871,249.9399,3245,188,213.1899,0.3806,0.7843,0
41.813,5.1137,472.7897,4919,105.5,119.8132,0.74614,1.5803,0
3.369,1.3068,338.5353,1146,80.5,89.7805,0.064352,1.4574,0
17.1968,3.2596,374.1367,2500,147.5,82.9458,0.30333,1.1185,0
4.0205,1.5587,398.2734,1462,62,119.5745,0.16173,1.4841,0
8.8863,2.324,240.3921,1385,206.5,154.9665,0.18339,1.2568,0
27.4951,4.5352,530.5841,4596,100,121.0866,0.40502,1.5601,0
165.2304,11.3909,121.896,1958,257.5,242.7843,0.59358,1.6168,0
47.8988,6.3734,733.995,7006,111.5,108.3507,0.6249,1.3548,0
12.7531,2.9833,313.0915,1864,142,166.9321,0.34488,1.2372,0
5.0374,1.7407,361.8436,1484,125.5,103.4843,0.1222,1.3786,0
90.5328,7.4743,409.2024,5290,113.5,146.2548,0.89791,1.459,0
2.94,0.73493,127.9042,621,240.5,225.7751,0.21792,1.5911,0
13.8622,3.2043,491.938,3177,47,77.0409,0.31185,1.0554,0
2.7149,0.6899,173.7987,829,207.5,196.4183,0.21682,1.59,0
8.4268,2.2625,363.9081,1940,111.5,114.627,0.17691,1.1257,0
21.8625,3.8612,373.2188,2742,167.5,198.0094,0.22022,0.8801,0
3.9411,1.0379,184.9585,874,246,176.699,0.15325,1.3811,0
2.2511,0.57703,202.8433,723,204.5,145.7245,0.089545,1.3453,0
38.2343,5.3259,617.0606,5986,135.5,66.5364,0.49044,1.2202,0
238.6288,15.1938,915.4726,14620,194,158.8876,1.2926,1.1397,0
4.9303,1.7579,425.8925,1573,4,48.7046,0.05669,1.1268,0
15.5258,3.2952,408.8606,2501,98,113.7331,0.1487,0.74175,0
12.0826,3.0594,463.5499,2610,99.5,99.6102,0.2122,1.2038,0
64.9277,7.0793,588.6254,6156,81,86.2543,0.59673,1.1387,0
3.3,1.0262,177.1387,716,197.5,179.2853,0.17362,1.7007,0
2.0254,0.60134,248.0165,801,183,96.3989,0.07172,1.5465,0
8.4448,2.2584,406.504,2100,35,87.6769,0.19537,1.5644,0
16.28,3.423,402.3286,2561,105.5,105.4571,0.17356,0.95486,0
13.3606,3.0558,494.8067,3031,69,89.1261,0.36338,1.5824,0
6.5109,1.9175,278.2369,1280,144,150.6924,0.089696,1.1254,0
245.0279,15.4858,403.5537,6584,227,228.057,0.78008,0.55928,0
3.8101,1.3019,275.9414,1058,175.5,137.9461,0.076873,1.5167,0
26.3744,3.2097,147.9595,1467,208,224.7138,0.40525,1.3262,0
14.4714,1.7885,204.7104,1812,254,117.6878,0.45869,1.6649,0
2.575,0.93633,257.3155,870,149,127.6461,0.089791,1.4544,0
3.9273,1.2588,280.9979,1251,146.5,111.7087,0.1293,1.4947,0
11.8374,3.0808,330.7374,1705,131,175.0958,0.24941,1.4318,0
5.0523,1.7211,212.1702,985,171,185.1674,0.11424,1.2353,0
2.1179,0.57512,206.9801,717,220.5,157.9174,0.10809,1.4257,0
2.9211,0.8105,203.9157,864,222.5,165.9744,0.13597,1.6342,0
2.9719,1.1922,333.9213,1048,65,98.417,0.079449,1.6299,0
3.0357,0.98597,179.4104,775,177,197.8846,0.14941,1.5912,0
2.2676,0.95508,271.6228,908,86,139.9268,0.1824,1.6143,0
3.6348,1.4,294.9322,1159,113,134.6256,0.08576,1.5073,0
4.6903,1.7625,448.716,1595,15.5,40.8201,0.065081,1.372,0
25.8355,2.9169,226.7425,2259,129,169.1767,0.56021,1.6394,0
4.3772,1.5018,375.873,1542,14.5,40.9096,0.19098,1.5916,0
6.2131,1.9201,404.5239,2242,48,71.0441,0.18337,1.2332,0
74.288,7.1799,313.6589,3817,160.5,186.7755,0.85137,1.4756,0
7.9519,2.0381,310.8724,2054,122,152.5189,0.41548,1.6544,0
12.9466,3.0345,336.0518,1941,171.5,144.1875,0.20111,1.3351,0
20.0747,3.0629,139.3654,1290,216,230.8526,0.24595,1.4869,0
1.6483,-0.10859,177.0161,587,259,151.9164,0.087914,1.5048,0
36.4626,3.976,167.216,1847,228.5,217.3125,0.2784,0.96304,0
53.581,5.8706,456.6924,5042,100.5,114.1587,0.68686,1.4091,0
11.4506,1.9873,110.7355,993,232.5,232.7676,0.21688,1.4988,0
8.9554,2.3263,298.6709,1617,101,157.1187,0.25175,1.0436,0
15.1895,2.7177,378.6722,3060,41.5,67.8397,0.365,1.3976,0
7.5826,2.2995,362.972,1741,120.5,120.8859,0.2451,1.0713,0
18.9119,3.9119,617.2363,3896,49.5,63.1536,0.27386,1.2105,0
1.7389,0.09349,135.0325,486,246.5,208.6081,0.10355,1.6982,0
3.486,1.2865,186.5397,719,195,196.0526,0.09209,1.5358,0
28.0772,4.7175,696.7016,5746,27,80.0205,0.39256,1.2478,0
25.0804,4.1967,573.2312,4743,39,64.6169,0.43435,1.0314,0
4.5435,1.5005,309.7966,1339,121.5,116.5991,0.090199,1.3437,0
2.3239,0.61824,181.197,707,229,185.8134,0.10376,1.565,0
5.4032,1.1014,102.7514,644,247,235.3579,0.18793,1.4546,0
1.6325,0.13367,185.9466,582,270,149.1604,0.091814,1.7158,0
14.8316,3.2868,566.0473,3860,43,66.577,0.37946,1.3535,0
25.2737,4.6222,571.8621,4079,97,119.8807,0.40314,1.1021,0
12.8093,3.0264,470.1273,2989,86.5,75.5628,0.22582,1.3677,0
25.4188,4.4877,504.0949,3861,148.5,79.0336,0.33128,1.3262,0
12.4349,2.9169,582.8218,3717,6,16.1999,0.23106,1.3821,0
5.2174,1.7704,357.1158,1444,112,76.8375,0.11667,1.3406,0
2.6019,1.0035,291.2707,951,115,85.6436,0.068003,1.6006,0
8.2223,2.5233,571.923,2523,22,42.7657,0.13803,1.2075,0
3.9187,0.85855,173.4578,968,221.5,215.6254,0.16404,1.1094,0
3.3764,0.71842,191.4191,957,207,134.8916,0.15271,1.3594,0
5.7172,1.7811,327.2801,1656,125,107.394,0.18688,1.2818,0
6.1004,0.75615,107.2041,839,251.5,231.5036,0.27223,1.6502,0
12.426,3.1018,403.5591,2066,115.5,121.101,0.1446,0.98999,0
7.348,2.331,538.6701,2519,26.5,47.9784,0.1418,1.1026,0
1.5301,-0.020117,176.9477,569,286.5,152.2293,0.096329,1.6751,0
19.9413,4.1039,476.116,3120,162,123.596,0.21478,1.1698,0
2.8996,1.2271,335.0098,1086,126.5,76.4034,0.14449,1.5352,0
4.168,1.247,299.9631,1347,107,98.6824,0.097912,1.1648,0
2.0059,-0.19996,144.0997,546,292,182.1322,0.11422,1.529,0
20.3899,3.9171,495.0453,3600,70.5,109.7863,0.50711,1.5172,0
2.7513,1.0754,320.5781,1122,56.5,77.1605,0.15949,1.3441,0
5.1584,1.647,398.7871,1786,6.5,44.7477,0.12438,1.4153,0
46.5766,6.0821,541.8261,4899,105,70.1578,0.43376,1.2599,0
3.9245,1.4133,405.0034,1657,4,38.7973,0.18855,1.5754,0
104.7759,8.6398,222.094,3063,207,210.8919,0.35573,0.72157,0
19.2987,4.0126,525.8898,3214,87,117.025,0.15495,0.8639,0
46.3302,5.1299,461.5149,5017,87.5,109.6039,0.52402,0.85275,0
24.5644,4.2427,516.8429,3764,74,82.0916,0.22722,0.76782,0
10.1406,2.7692,423.5009,2105,125.5,95.9159,0.25513,1.4953,0
2.8583,0.67828,216.1399,920,268,122.9999,0.1234,1.1941,0
3.601,0.39683,134.2106,743,262,211.1516,0.17941,1.2537,0
2.5549,0.82661,220.1323,762,230,159.3109,0.091087,1.5168,0
2.3572,0.59354,218.1994,897,176,121.7422,0.14065,1.3282,0
1.657,-0.54577,154.5736,510,328.5,154.4097,0.089679,1.6192,0
15.8006,3.2445,531.7166,3824,31,43.9022,0.88718,1.7143,0
3.6679,1.2074,287.3041,1198,139.5,183.8776,0.21699,1.3028,0
8.8192,1.9036,208.2113,1417,171,178.6353,0.23915,1.3416,0
27.5808,4.7987,603.099,4709,121,89.1441,0.3313,1.2094,0
15.3868,2.6314,234.4299,1922,164,177.6343,0.22031,1.4142,0
2.231,0.68146,266.2953,945,160.5,82.9896,0.084622,1.4075,0
2.0763,0.73289,201.722,690,158,178.1056,0.096167,1.3846,0
5.1566,1.7746,381.0831,1565,70.5,82.8135,0.13125,1.2013,0
1.5869,-0.036493,147.8288,514,244.5,197.5585,0.093312,1.6198,0
32.0324,3.7077,155.3827,1652,233,222.1862,0.44833,1.5712,0
4.0527,1.4516,314.4426,1201,169.5,94.8566,0.083639,1.4415,0
16.9406,2.5014,233.4354,2090,171.5,164.9067,0.2775,0.82989,0
8.8011,2.3118,367.8395,2114,118,106.7914,0.25505,1.3979,0
3.7132,1.2767,155.8917,814,202.5,217.6222,0.2539,1.6241,0
247.3215,15.5979,2012.6949,32120,106.5,125.5543,1.3143,1.0953,0
7.3673,2.2222,391.3631,1709,115,124.4344,0.074593,1.0486,0
5.8721,1.3846,166.6394,850,271.5,204.2021,0.13494,1.4184,0
5.9336,1.5732,254.0871,1389,149.5,152.3154,0.33134,1.6758,0
4.9907,1.7826,351.2312,1299,95,109.5862,0.080768,1.3092,0
1.3067,-0.1446,207.0731,586,343,88.0886,0.12713,1.6813,0
8.7679,2.4739,423.8781,2102,72,112.0008,0.22281,1.4521,0
5.9408,1.8311,281.1222,1283,126.5,140.1651,0.20257,1.6615,0
54.0909,5.745,275.1143,3082,247.5,166.0035,0.43384,1.165,0
11.7082,2.9023,279.3924,1586,205,177.465,0.16216,1.0178,0
6.1048,1.7952,310.6465,1428,140.5,104.3714,0.096776,1.217,0
149.4335,10.7744,253.9186,3776,201.5,216.7674,0.57657,0.73692,0
8.0713,1.605,205.2011,1399,155,187.2599,0.35169,1.6105,0
6.2384,0.99065,175.0132,1080,236,182.9984,0.17833,1.0916,0
26.379,4.8267,764.0703,5456,40,64.2771,0.46397,1.5074,0
2.5457,0.82547,168.39,737,204,204.0091,0.13417,1.4273,0
2.8717,0.53485,155.1798,661,236,199.104,0.15992,1.569,0
2.7573,1.102,230.1037,800,149.5,168.8257,0.084162,1.5618,0
1.2654,-0.024549,217.56,652,282.5,159.791,0.083034,1.5868,0
4.6271,0.98274,188.7631,926,281,161.6768,0.11063,1.5068,0
27.613,3.52,230.3349,2261,161,188.4557,0.22787,0.79815,0
8.8354,1.8408,286.1727,1890,145.5,120.0648,0.24395,1.4461,0
65.139,7.5265,1012.8858,10553,39,47.511,0.48305,0.85849,0
19.7211,3.4761,162.802,1376,232,225.6333,0.31273,1.1886,0
3.5516,0.63283,139.5342,846,255.5,213.6189,0.15067,1.3599,0
2.2537,0.46451,158.1927,669,222.5,202.9998,0.10799,1.466,0
16.2683,2.8285,272.2742,2164,181.5,134.3202,0.31337,1.3724,0
17.9814,3.3065,203.1117,1526,241.5,202.9242,0.2189,1.0655,0
8.1033,2.2029,246.1019,1399,151,186.1002,0.26584,1.5162,0
8.1198,1.4489,157.7544,1248,210,205.512,0.19338,1.1653,0
40.2678,4.4809,233.2974,2515,194.5,196.6808,0.59289,1.603,0
13.8755,3.4007,726.3492,4033,0,93.2763,0.23374,0.87289,0
6.5355,1.7236,270.7821,1453,197.5,123.1516,0.23115,1.2658,0
2.2382,-0.39918,127.0586,511,293,194.7308,0.099034,1.6495,0
14.2713,3.0142,403.3942,2794,67.5,90.118,0.30473,1.18,0
7.3882,2.203,361.5616,1702,143,94.8263,0.17815,1.307,0
16.1987,2.4857,160.3411,1431,221.5,217.6374,0.29411,1.1904,0
3.1481,0.75231,172.1115,742,228.5,199.7999,0.11049,1.3669,0
9.5783,1.8729,195.5046,1502,239.5,189.1334,0.40093,1.6782,0
94.6367,7.6664,171.1499,2368,219,220.7229,0.59106,1.5638,0
13.8498,3.1792,379.6605,2575,129,136.3811,0.25621,1.3903,0
92.6701,8.7739,877.7044,10748,28,60.6563,0.66822,1.0943,0
20.5119,4.0031,472.7688,3034,133,141.6345,0.18671,0.60921,0
29.7556,5.0834,814.1784,6052,70,62.3083,0.28253,0.78273,0
1.5287,0.18444,164.559,525,232.5,191.2981,0.10038,1.4398,0
3.2764,1.2718,306.1113,1053,89.5,107.8792,0.083028,1.3265,0
121.0761,9.6182,382.6046,5298,232,152.5487,0.86307,1.4495,0
7.7911,2.226,318.4714,1724,148.5,144.5409,0.14926,1.2696,0
6.2317,1.4773,307.2658,1792,87,62.9285,0.14072,1.2347,0
3.5511,1.2836,330.9881,1258,67.5,121.4797,0.093894,1.166,0
4.7028,1.699,312.1318,1261,150,127.2849,0.12093,1.3575,0
33.6537,4.3375,471.3748,4694,61.5,92.3759,0.75729,1.5482,0
3.9019,1.2274,275.36,1128,148,137.5656,0.08483,1.1718,0
7.7907,1.0591,125.8538,1013,262.5,221.5438,0.20408,1.2866,0
1.7804,0.45414,208.5401,814,159.5,138.8263,0.21804,1.6897,0
8.3929,2.0363,270.9571,1563,156,149.1918,0.26049,1.0521,0
58.6921,5.8883,383.57,4463,125,141.4526,0.75102,1.5026,0
3.5163,0.35213,140.1086,679,272.5,196.3486,0.085111,1.4961,0
6.8636,2.1392,391.0397,1744,155.5,116.4519,0.11006,1.337,0
21.1354,3.9731,400.4015,2838,166.5,212.6378,0.2881,1.4403,0
4.0719,0.7366,171.6567,827,262,175.3397,0.097686,1.3052,0
41.9975,4.4236,288.8218,3172,129.5,152.7072,0.64955,1.5321,0
3.6227,0.2736,100.9235,662,276,233.7535,0.22593,1.4554,0
45.7548,6.5564,1290.291,10444,37.5,38.0703,0.37517,0.71079,0
5.1461,1.7623,299.5609,1231,124.5,134.8403,0.10682,1.113,0
19.57,4.1616,818.1098,4593,36.5,49.1528,0.15388,0.3695,0
8.5224,2.1332,232.2841,1520,196,175.0211,0.28028,1.4109,0
9.3621,2.0263,245.6202,1756,173,154.9218,0.2919,1.0129,0
15.539,2.6324,221.8397,1825,235,182.8658,0.24069,1.5097,0
8.9334,2.5447,376.6609,1761,97.5,128.6015,0.10452,1.106,0
36.0996,3.2635,105.8536,1248,257.5,233.8396,0.38421,1.678,0
2.7271,0.64776,203.4568,731,260,137.2176,0.07471,1.5807,0
23.7751,4.4097,817.5681,6306,40,66.6094,0.37093,1.117,0
129.2909,10.6445,712.4893,9658,167,152.8068,0.7243,1.1362,0
3.5772,1.4491,392.0298,1549,44.5,67.0387,0.20066,1.7192,0
2.3637,0.9104,327.6179,1142,0,423.2477,0.13178,1.4217,0
2.0666,0.43425,205.6579,711,241,133.4957,0.084781,1.6457,0
13.0242,3.3214,792.2521,3889,2,7.839,0.11942,0.59887,0
4.8874,1.5571,219.6014,1006,159,188.2256,0.17819,1.2745,0
1.7292,0.39283,220.4815,673,214,131.4119,0.068094,1.5745,0
4.9917,1.3753,222.7793,1095,221,160.9003,0.13364,1.6239,0
5.5013,1.5099,245.0623,1342,161.5,154.3239,0.20868,1.285,0
110.5174,9.3329,285.1239,3847,216.5,217.4947,0.74307,1.485,0
4.1145,1.393,220.5576,1015,169,183.3981,0.21883,1.484,0
15.0557,2.9984,455.7894,3333,37,55.0301,0.47179,1.5423,0
8.9618,2.2667,413.2231,2209,49.5,61.9384,0.12389,0.83875,0
2.2867,0.69995,191.4709,708,203.5,178.7878,0.11868,1.2578,0
5.2915,1.6592,179.657,825,195.5,209.7107,0.1327,1.2684,0
10.6128,2.5579,381.9512,2545,95,101.1754,0.2542,1.4354,0
3.0037,1.0496,211.5729,823,170.5,180.8548,0.14982,1.3082,0
16.2957,2.3916,132.7903,1256,240.5,225.3928,0.1613,1.254,0
2.5624,0.99862,262.4602,896,150.5,121.4216,0.077127,1.5975,0
21.7086,2.7602,281.4435,2631,217.5,110.7759,0.23183,0.81761,0
2.7139,0.72071,168.4855,668,206,180.7131,0.096854,1.5872,0
10.4314,2.8685,412.6631,2265,115.5,128.6956,0.23262,1.3293,0
14.3297,3.1012,420.9047,2902,65.5,113.7703,0.22653,1.3351,0
31.5991,2.9096,119.0633,1358,263,224.205,0.27268,1.0546,0
17.343,3.7901,284.3024,1738,175,199.964,0.19709,1.267,0
10.2397,2.7312,421.8063,2355,93,123.0094,0.26681,1.3209,0
3.9985,0.26991,127.4239,882,273.5,215.5784,0.18049,1.2021,0
3.0858,0.82186,253.6647,1159,226.5,121.9243,0.22966,1.6102,0
4.0835,1.258,282.3164,1434,121,139.8543,0.20977,1.3256,0
3.1413,0.79935,161.0662,723,241.5,197.7183,0.13883,1.566,0
9.6609,2.4941,299.5751,1569,147,173.554,0.10416,1.1047,0
6.3816,2.0603,334.9093,1419,128,144.9548,0.08712,1.2381,0
32.0123,5.2504,1025.7504,7547,0,45.364,0.32321,0.90412,0
95.1772,9.2057,1073.264,12844,115,99.4321,0.67006,1.1518,0
15.5724,3.5021,578.8922,3642,74.5,83.8218,0.21176,1.3044,0
5.4371,1.7963,179.6472,988,181.5,214.9247,0.29673,1.5968,0
5.2235,1.4137,330.7185,1924,39,100.2214,0.21302,1.413,0
2.9413,0.56782,227.8263,1236,209,97.1839,0.17628,1.3668,0
22.2891,4.212,706.3168,5106,43.5,54.4362,0.29185,1.1089,0
1.9453,-0.31044,162.8385,558,298,179.3788,0.12861,1.6414,0
248.4448,15.6449,825.8909,13260,190.5,193.6336,0.93339,0.34091,0
10.7902,2.5704,338.83,2093,145.5,110.2954,0.19601,1.4763,0
2.239,0.86303,277.0503,853,120,94.424,0.062216,1.6576,0
15.7882,3.5622,558.3094,3090,46.5,60.7178,0.17041,0.73577,0
2.9084,0.81984,191.5845,819,205,179.2139,0.13128,1.3635,0
5.0746,1.4193,281.7252,1239,160,148.7422,0.19432,1.3038,0
2.7439,1.0377,322.888,1080,72,160.392,0.061082,1.314,0
10.4362,2.6839,409.4074,2221,83,111.507,0.38253,1.4833,0
8.0584,1.8981,269.9417,1578,232.5,148.8503,0.17926,1.2585,0
8.0924,1.6987,238.7687,1454,216.5,152.5455,0.16932,1.1913,0
20.8975,1.8474,118.2547,1240,264.5,201.0756,0.2054,1.0219,0
2.3526,0.99608,332.3871,1031,59.5,59.6466,0.087762,1.4901,0
2.2728,0.44632,173.5943,634,235,178.2895,0.077943,1.5828,0
3.3499,0.078291,114.2854,585,262.5,215.8495,0.12716,1.3546,0
66.0036,6.7404,227.9909,2540,271,204.6474,0.71537,1.4348,0
66.2655,7.739,1188.9808,11397,54,58.5713,0.52313,1.0465,0
8.4913,2.4536,486.0712,2273,45,52.8851,0.34973,1.5661,0
8.0182,1.8856,266.4667,1726,162.5,108.8752,0.36783,1.6664,0
3.7304,1.3119,168.3172,729,195,209.7054,0.10827,1.4224,0
2.9086,0.32619,169.6829,850,282.5,167.7298,0.1238,1.3912,0
3.7674,1.2024,172.959,889,180,208.3791,0.14015,1.3647,0
19.9988,3.9043,521.3235,3879,127,85.3231,0.33011,1.34,0
2.1379,0.31791,179.8887,865,240,169.0537,0.23866,1.7086,0
6.8411,2.0576,340.7718,1669,107,116.3063,0.12462,1.4087,0
42.2755,4.4767,295.0869,3243,147.5,143.8872,0.48512,0.88134,0
2.1255,0.11042,136.8291,588,246,199.1705,0.10138,1.4111,0
3.0595,0.98546,223.549,956,166.5,150.1333,0.15563,1.3411,0
33.6435,5.2651,448.4646,3812,177,159.3774,0.30076,1.1606,0
20.9719,3.8851,231.1167,1955,196,199.3406,0.23203,1.2243,0
5.4616,1.8083,439.2193,1996,0,378.047,0.14038,1.3594,0
3.8357,1.2615,320.3719,1473,106.5,191.1135,0.11364,1.2036,0
3.4787,0.77114,203.3052,953,244,243.2428,0.092806,1.3097,0
10.1578,2.2475,272.2573,1992,136,165.0218,0.42342,1.5185,0
14.2467,3.1143,347.8758,2146,146.5,125.9112,0.27209,1.3001,0
18.1616,2.09,120.5428,1206,263,226.4713,0.17155,1.1159,0
8.7611,2.3274,251.9247,1269,199,161.9211,0.10423,1.2554,0
3.797,0.77028,136.1592,700,247,217.6025,0.11629,1.3767,0
3.4469,0.48263,124.4464,656,260,221.1535,0.18744,1.2414,0
13.2735,2.6899,305.9917,2321,127,153.7727,0.17728,1.0075,0
18.5201,3.724,446.0429,3079,111,118.8661,0.22727,1.2292,0
3.1196,1.0314,245.2963,1087,147.5,139.1479,0.23453,1.4865,0
3.0371,1.0989,290.3645,1210,119,82.1711,0.13461,1.3815,0
6.1091,2.0334,375.7923,1516,81.5,103.4396,0.081735,1.1388,0
3.4706,1.2741,249.9924,899,166,151.7639,0.11398,1.5985,0
40.5263,5.5029,1008.5482,9579,2,7.4764,0.49201,1.1282,0
2.8738,0.89691,192.4817,796,206.5,186.0416,0.17144,1.3943,0
4.3647,1.4604,206.1044,1038,180.5,175.1595,0.22183,1.494,0
4.8789,1.8073,430.6687,1645,37,88.095,0.20936,1.345,0
5.7944,1.916,312.6198,1338,122,138.126,0.084142,1.316,0
4.6525,1.4164,245.1113,1298,173.5,160.3605,0.24201,1.5367,0
14.8585,3.3705,377.6309,2275,164,113.344,0.2557,1.4176,0
3.9392,1.2084,206.741,1032,197.5,182.5987,0.12354,1.1237,0
1.7539,-0.20314,162.0541,604,305.5,173.3777,0.13075,1.324,0
1.5351,0.12375,175.4801,592,259.5,176.0841,0.094888,1.5483,0
14.9762,3.3978,420.3603,2623,152.5,117.8859,0.23733,1.2847,0
2.3316,0.74546,221.1928,827,181,154.0535,0.11804,1.2864,0
3.6034,0.56072,160.3026,865,247,167.4622,0.23985,1.7178,0
16.6677,3.4163,519.6035,3322,13,87.8468,0.18775,1.0676,0
9.4885,2.2468,283.1913,1736,173.5,133.4409,0.16042,1.2923,0
3.5266,1.3462,334.5162,1279,108,79.579,0.1529,1.4071,0
123.2294,9.5704,398.2514,5521,157.5,157.0358,0.71884,0.92292,0
1.4887,0.22717,206.1739,613,226,128.9739,0.081284,1.7069,0
4.2108,1.4471,348.7464,1446,42,75.9389,0.20523,1.3567,0
2.2594,0.82251,301.1064,937,62,59.434,0.062543,1.5215,0
3.2918,1.1797,223.9565,823,183,171.8762,0.19869,1.6919,0
6.5463,1.7745,208.0298,1103,225.5,204.8627,0.20843,1.054,0
2.354,0.87765,242.7439,782,132,136.6099,0.063429,1.5957,0
22.7686,3.123,246.9508,2327,211.5,146.8557,0.29865,1.0128,0
14.2463,3.3655,567.7408,2987,26,35.5369,0.13916,0.99929,0
10.9602,2.7944,481.4713,2878,74.5,84.2257,0.31411,1.3195,0
2.5184,0.094163,114.0724,501,263.5,219.7822,0.1037,1.4276,0
11.2054,2.5927,214.7713,1349,235.5,198.3851,0.17397,1.2832,0
2.358,-0.088002,135.5778,518,285,188.5805,0.090384,1.5801,0
2.0112,0.47363,206.185,721,252,154.3197,0.11075,1.5741,0
4.4487,1.5484,260.773,1055,145,154.4529,0.098676,1.201,0
4.5523,1.756,466.4997,1719,14.5,33.2949,0.15323,1.3619,0
8.2142,2.5323,575.3675,2603,26.5,67.5783,0.15842,1.3283,0
11.8932,2.7396,269.6074,1633,163,179.8544,0.19439,1.3773,0
2.7195,1.0274,241.6647,814,131,159.2964,0.13841,1.6568,0
2.3073,-0.14275,143.3432,531,240.5,174.1918,0.082795,1.6697,0
2.7514,0.72948,270.1615,1003,294.5,211.2344,0.084308,1.2422,0
6.0458,2.0038,379.1745,1555,86,82.9686,0.077833,1.2219,0
5.6423,1.7832,371.2008,1794,49.5,92.1313,0.1935,1.1604,0
3.044,0.68497,130.0345,665,230,221.0326,0.17179,1.428,0
7.8405,2.3422,384.2512,1749,86,91.5301,0.116,1.1367,0
20.797,3.2781,198.4058,1709,244.5,192.4673,0.29202,1.4599,0
2.219,0.96875,356.4467,1049,9.5,175.3582,0.058284,1.3508,0
5.7199,1.8256,348.7268,1783,100,95.7302,0.26388,1.4868,0
8.836,2.5168,337.252,1516,124,148.6721,0.13353,1.125,0
4.7849,1.4452,241.4586,1108,197,124.324,0.12373,1.176,0
2.0056,-0.022165,195.4897,761,305.5,294.6158,0.14445,1.4151,0
13.5482,3.1606,510.7148,3090,40,65.1512,0.31108,1.1983,0
1.8234,0.72776,232.2603,732,152.5,156.6416,0.11271,1.5236,0
4.2034,0.64383,127.514,724,251,210.3539,0.16845,1.4594,0
2.7284,0.91508,294.8914,1061,80,72.1559,0.090959,1.5432,0
7.7954,1.9212,198.3119,1237,213,172.7144,0.20884,1.0623,0
1.9361,-0.32128,144.3695,510,295.5,167.1764,0.087555,1.4806,0
3.4823,1.2098,258.4311,1048,98.5,151.2826,0.16711,1.2217,0
163.8789,11.6094,561.1388,8261,150,149.6127,1.1064,1.3113,0
1.7865,0.36026,207.0451,714,222,133.0373,0.13541,1.584,0
8.8251,1.9043,115.639,763,238,230.5203,0.14441,1.3867,0
6.8308,2.1861,540.7547,2860,1,49.7458,0.31095,1.5229,0
7.344,2.1554,351.761,1852,92,127.5702,0.19772,1.3207,0
6.1681,1.497,297.6921,1849,98.5,96.9566,0.15872,0.99351,0
16.0804,3.5992,431.7174,2510,133,125.1753,0.16259,0.90565,0
1.8335,0.43618,229.8274,906,230.5,117.6415,0.10888,1.3536,0
24.4509,3.1883,265.9142,2566,219.5,136.4344,0.4868,1.6233,0
3.7946,0.83947,206.3647,1212,219.5,155.1992,0.29732,1.656,0
3.9175,0.79115,187.7895,922,250.5,147.0868,0.18231,1.357,0
5.321,1.4566,169.4136,876,207.5,206.7325,0.14949,1.3322,0
